id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
15930.0,-122.43,37.77,52.0,2714.0,779.0,1438.0,733.0,3.6031,250001 - 300000
15931.0,-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977,400001 - 450000
15932.0,-122.43,37.77,52.0,1862.0,472.0,872.0,471.0,3.2981,200001 - 250000
15933.0,-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445,350001 - 400000
15934.0,-122.43,37.77,52.0,1567.0,482.0,654.0,425.0,2.6914,350001 - 400000
15935.0,-122.43,37.76,52.0,3771.0,1017.0,1575.0,921.0,3.5655,400001 - 450000
15936.0,-122.43,37.76,52.0,3708.0,849.0,1531.0,822.0,3.3565,350001 - 400000
15937.0,-122.43,37.76,52.0,2250.0,566.0,1051.0,562.0,2.8458,300001 - 350000
15938.0,-122.43,37.76,52.0,1582.0,353.0,868.0,329.0,3.8261,200001 - 250000
15939.0,-122.43,37.75,52.0,3521.0,767.0,1415.0,687.0,4.875,350001 - 400000
15940.0,-122.43,37.75,52.0,2960.0,623.0,1191.0,589.0,3.95,300001 - 350000
15941.0,-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545,350001 - 400000
15942.0,-122.43,37.75,52.0,2700.0,595.0,1181.0,575.0,3.575,350001 - 400000
15943.0,-122.43,37.75,52.0,2459.0,507.0,1012.0,475.0,4.0568,350001 - 400000
15944.0,-122.43,37.75,52.0,2285.0,509.0,839.0,456.0,4.7946,350001 - 400000
15945.0,-122.43,37.75,52.0,2155.0,468.0,962.0,490.0,3.775,300001 - 350000
15946.0,-122.43,37.75,52.0,1970.0,495.0,871.0,474.0,4.0625,350001 - 400000
15947.0,-122.43,37.75,52.0,1615.0,393.0,633.0,378.0,3.5114,300001 - 350000
15948.0,-122.43,37.75,40.0,4850.0,977.0,1824.0,952.0,5.0519,350001 - 400000
15949.0,-122.43,37.74,52.0,3328.0,653.0,1260.0,614.0,4.7437,300001 - 350000
15950.0,-122.43,37.74,52.0,2637.0,539.0,1159.0,497.0,3.8846,300001 - 350000
15951.0,-122.43,37.74,52.0,2229.0,498.0,1079.0,472.0,5.0196,300001 - 350000
15952.0,-122.43,37.73,52.0,1985.0,401.0,1337.0,424.0,4.1071,200001 - 250000
15953.0,-122.43,37.73,52.0,1494.0,306.0,1463.0,360.0,3.1786,200001 - 250000
15954.0,-122.43,37.73,52.0,1386.0,276.0,729.0,274.0,3.6694,250001 - 300000
15955.0,-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,300001 - 350000
15956.0,-122.43,37.73,49.0,1435.0,322.0,1008.0,329.0,4.0,250001 - 300000
15957.0,-122.43,37.72,52.0,3351.0,719.0,2101.0,706.0,3.0107,200001 - 250000
15958.0,-122.43,37.72,52.0,2206.0,478.0,1583.0,456.0,3.7105,250001 - 300000
15959.0,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667,250001 - 300000
15960.0,-122.43,37.72,49.0,3427.0,696.0,2363.0,661.0,3.6885,250001 - 300000
15961.0,-122.43,37.71,52.0,1508.0,278.0,1138.0,304.0,4.0234,250001 - 300000
15962.0,-122.43,37.71,52.0,1410.0,286.0,879.0,282.0,3.1908,250001 - 300000
15963.0,-122.43,37.71,35.0,2878.0,564.0,1633.0,528.0,4.5,250001 - 300000
15964.0,-122.43,37.71,24.0,4299.0,857.0,2249.0,788.0,4.6098,250001 - 300000
15965.0,-122.43,37.7,19.0,1733.0,354.0,959.0,348.0,4.7708,250001 - 300000
15966.0,-122.43,37.66,43.0,1769.0,387.0,1102.0,377.0,4.5493,250001 - 300000
15967.0,-122.43,37.66,29.0,3541.0,786.0,2259.0,770.0,4.3039,250001 - 300000
15968.0,-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,250001 - 300000
15969.0,-122.43,37.64,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,300001 - 350000
15970.0,-122.43,37.63,34.0,4135.0,687.0,2154.0,742.0,4.9732,300001 - 350000
15971.0,-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,300001 - 350000
15972.0,-122.43,37.43,17.0,11999.0,2249.0,5467.0,1989.0,4.8405,350001 - 400000
15973.0,-122.44,38.57,26.0,2101.0,390.0,2171.0,360.0,3.6429,150001 - 200000
15974.0,-122.44,38.03,13.0,4284.0,1042.0,2146.0,937.0,4.1289,150001 - 200000
15975.0,-122.44,37.8,52.0,3830.0,1142.0,1310.0,963.0,3.4801,450001 - 500000
15976.0,-122.44,37.8,52.0,3257.0,735.0,1045.0,620.0,4.5523,450001 - 500000
15977.0,-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761,450001 - 500000
15978.0,-122.44,37.8,52.0,3149.0,719.0,1145.0,658.0,4.625,450001 - 500000
15979.0,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539,450001 - 500000
15980.0,-122.44,37.8,52.0,1724.0,412.0,540.0,319.0,4.2857,450001 - 500000
15981.0,-122.44,37.8,52.0,1603.0,487.0,727.0,464.0,3.9856,450001 - 500000
15982.0,-122.44,37.8,52.0,1580.0,470.0,714.0,448.0,3.2447,450001 - 500000
15983.0,-122.44,37.8,52.0,1006.0,291.0,445.0,257.0,2.7717,450001 - 500000
15984.0,-122.44,37.79,52.0,3785.0,808.0,1371.0,799.0,6.4209,450001 - 500000
15985.0,-122.44,37.79,52.0,3640.0,840.0,1525.0,796.0,4.4375,450001 - 500000
15986.0,-122.44,37.79,52.0,2083.0,491.0,1224.0,483.0,4.0882,450001 - 500000
15987.0,-122.44,37.79,52.0,2045.0,353.0,722.0,327.0,8.0755,450001 - 500000
15988.0,-122.44,37.79,52.0,1979.0,359.0,648.0,370.0,5.3124,450001 - 500000
15989.0,-122.44,37.79,52.0,1903.0,461.0,831.0,433.0,4.4464,450001 - 500000
15990.0,-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975,450001 - 500000
15991.0,-122.44,37.79,52.0,1726.0,384.0,614.0,356.0,3.6812,450001 - 500000
15992.0,-122.44,37.79,52.0,1447.0,186.0,483.0,181.0,15.0001,450001 - 500000
15993.0,-122.44,37.79,52.0,1335.0,151.0,402.0,157.0,10.8783,450001 - 500000
15994.0,-122.44,37.78,52.0,3510.0,791.0,1703.0,657.0,2.8654,250001 - 300000
15995.0,-122.44,37.78,52.0,3017.0,851.0,1588.0,800.0,3.3882,450001 - 500000
15996.0,-122.44,37.78,52.0,2911.0,753.0,1696.0,676.0,2.5721,450001 - 500000
15997.0,-122.44,37.78,52.0,2747.0,736.0,1309.0,653.0,2.943,300001 - 350000
15998.0,-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569,350001 - 400000
15999.0,-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,2.4196,300001 - 350000
16000.0,-122.44,37.78,44.0,1545.0,334.0,561.0,326.0,3.875,400001 - 450000
16001.0,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866,200001 - 250000
16002.0,-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607,250001 - 300000
16003.0,-122.44,37.78,16.0,883.0,236.0,601.0,219.0,2.151,100001 - 150000
16004.0,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,450001 - 500000
16005.0,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,450001 - 500000
16006.0,-122.44,37.77,52.0,3225.0,667.0,1494.0,619.0,4.4875,450001 - 500000
16007.0,-122.44,37.77,52.0,2994.0,736.0,1428.0,700.0,3.0766,400001 - 450000
16008.0,-122.44,37.77,52.0,2705.0,647.0,1355.0,628.0,2.0161,350001 - 400000
16009.0,-122.44,37.77,52.0,2537.0,559.0,849.0,530.0,5.1788,450001 - 500000
16010.0,-122.44,37.77,52.0,2002.0,520.0,939.0,501.0,3.2239,450001 - 500000
16011.0,-122.44,37.76,52.0,2959.0,683.0,1145.0,666.0,4.2222,350001 - 400000
16012.0,-122.44,37.76,52.0,2509.0,496.0,855.0,478.0,5.0731,400001 - 450000
16013.0,-122.44,37.76,52.0,2110.0,454.0,816.0,438.0,3.9079,350001 - 400000
16014.0,-122.44,37.76,50.0,2589.0,569.0,945.0,544.0,5.2519,350001 - 400000
16015.0,-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,450001 - 500000
16016.0,-122.44,37.76,35.0,1581.0,422.0,580.0,388.0,4.05,400001 - 450000
16017.0,-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,350001 - 400000
16018.0,-122.44,37.75,52.0,2082.0,425.0,801.0,411.0,4.2708,350001 - 400000
16019.0,-122.44,37.75,52.0,1573.0,334.0,725.0,338.0,5.0505,350001 - 400000
16020.0,-122.44,37.75,46.0,1519.0,291.0,573.0,289.0,4.2667,300001 - 350000
16021.0,-122.44,37.75,28.0,4930.0,1381.0,2232.0,1321.0,4.3232,300001 - 350000
16022.0,-122.44,37.75,21.0,5457.0,1247.0,2304.0,1180.0,4.5469,400001 - 450000
16023.0,-122.44,37.74,52.0,2074.0,366.0,909.0,394.0,4.8382,250001 - 300000
16024.0,-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672,350001 - 400000
16025.0,-122.44,37.74,23.0,184.0,44.0,118.0,40.0,4.5375,300001 - 350000
16026.0,-122.44,37.73,52.0,866.0,205.0,587.0,171.0,5.0224,250001 - 300000
16027.0,-122.44,37.73,52.0,2838.0,567.0,1411.0,526.0,3.8304,250001 - 300000
16028.0,-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898,250001 - 300000
16029.0,-122.44,37.73,46.0,3581.0,758.0,1670.0,703.0,4.1932,250001 - 300000
16030.0,-122.44,37.73,39.0,1912.0,418.0,970.0,406.0,4.7813,250001 - 300000
16031.0,-122.44,37.72,52.0,2890.0,571.0,1769.0,541.0,3.8274,250001 - 300000
16032.0,-122.44,37.72,52.0,1507.0,282.0,929.0,281.0,3.8958,200001 - 250000
16033.0,-122.44,37.72,52.0,1380.0,272.0,847.0,284.0,3.7143,250001 - 300000
16034.0,-122.44,37.72,49.0,1557.0,405.0,1173.0,385.0,3.4605,250001 - 300000
16035.0,-122.44,37.72,48.0,2675.0,585.0,1773.0,540.0,3.9565,250001 - 300000
16036.0,-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,200001 - 250000
16037.0,-122.44,37.71,31.0,2370.0,441.0,1524.0,470.0,5.0201,250001 - 300000
16038.0,-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,250001 - 300000
16039.0,-122.44,37.67,35.0,1814.0,365.0,1025.0,384.0,4.425,250001 - 300000
16040.0,-122.44,37.66,36.0,1447.0,276.0,799.0,275.0,4.7639,250001 - 300000
16041.0,-122.44,37.65,38.0,5277.0,1008.0,2695.0,997.0,3.9722,250001 - 300000
16042.0,-122.44,37.63,35.0,5113.0,959.0,3004.0,964.0,4.7625,250001 - 300000
16043.0,-122.44,37.52,16.0,7077.0,1179.0,3502.0,1148.0,5.9919,300001 - 350000
16044.0,-122.45,40.85,20.0,2701.0,573.0,892.0,358.0,2.7736,100001 - 150000
16045.0,-122.45,40.56,17.0,1712.0,307.0,963.0,329.0,3.9375,100001 - 150000
16046.0,-122.45,38.58,34.0,2517.0,483.0,1324.0,464.0,3.0938,150001 - 200000
16047.0,-122.45,38.51,18.0,1297.0,337.0,610.0,312.0,1.9441,150001 - 200000
16048.0,-122.45,38.3,24.0,1946.0,400.0,718.0,380.0,3.5507,250001 - 300000
16049.0,-122.45,38.28,20.0,3306.0,503.0,1374.0,460.0,5.7984,250001 - 300000
16050.0,-122.45,37.91,27.0,2682.0,382.0,935.0,369.0,10.0791,450001 - 500000
16051.0,-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,450001 - 500000
16052.0,-122.45,37.79,52.0,3069.0,579.0,1107.0,536.0,5.5634,450001 - 500000
16053.0,-122.45,37.79,52.0,2196.0,280.0,668.0,291.0,10.0914,450001 - 500000
16054.0,-122.45,37.79,52.0,1734.0,482.0,731.0,429.0,1.4804,400001 - 450000
16055.0,-122.45,37.79,46.0,2009.0,464.0,761.0,453.0,3.7188,450001 - 500000
16056.0,-122.45,37.78,52.0,3975.0,716.0,1515.0,691.0,5.0156,450001 - 500000
16057.0,-122.45,37.78,52.0,2033.0,438.0,2198.0,418.0,3.6667,400001 - 450000
16058.0,-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,450001 - 500000
16059.0,-122.45,37.78,48.0,1013.0,194.0,464.0,205.0,3.2011,400001 - 450000
16060.0,-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,300001 - 350000
16061.0,-122.45,37.78,43.0,1452.0,397.0,897.0,393.0,4.1319,300001 - 350000
16062.0,-122.45,37.77,52.0,3939.0,852.0,1737.0,797.0,4.5052,450001 - 500000
16063.0,-122.45,37.77,52.0,3188.0,708.0,1526.0,664.0,3.3068,450001 - 500000
16064.0,-122.45,37.77,52.0,3095.0,682.0,1269.0,639.0,3.575,450001 - 500000
16065.0,-122.45,37.77,52.0,2645.0,626.0,1275.0,553.0,3.35,450001 - 500000
16066.0,-122.45,37.77,52.0,2602.0,714.0,1330.0,647.0,3.5435,250001 - 300000
16067.0,-122.45,37.77,52.0,2296.0,509.0,1039.0,472.0,4.1417,450001 - 500000
16068.0,-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409,450001 - 500000
16069.0,-122.45,37.76,52.0,1457.0,292.0,621.0,315.0,4.6477,400001 - 450000
16070.0,-122.45,37.76,51.0,2564.0,457.0,810.0,442.0,5.6235,450001 - 500000
16071.0,-122.45,37.76,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,450001 - 500000
16072.0,-122.45,37.75,36.0,2303.0,381.0,862.0,371.0,6.0274,300001 - 350000
16073.0,-122.45,37.75,36.0,1997.0,356.0,772.0,348.0,4.95,300001 - 350000
16074.0,-122.45,37.75,35.0,1363.0,302.0,1786.0,301.0,3.0804,300001 - 350000
16075.0,-122.45,37.74,52.0,1596.0,276.0,642.0,273.0,4.375,300001 - 350000
16076.0,-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,300001 - 350000
16077.0,-122.45,37.73,52.0,2510.0,438.0,1153.0,407.0,5.1238,300001 - 350000
16078.0,-122.45,37.73,52.0,2035.0,424.0,1193.0,430.0,5.0634,250001 - 300000
16079.0,-122.45,37.73,52.0,1350.0,241.0,752.0,246.0,3.2448,250001 - 300000
16080.0,-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,200001 - 250000
16081.0,-122.45,37.72,51.0,2690.0,554.0,1795.0,539.0,3.6581,200001 - 250000
16082.0,-122.45,37.72,47.0,1773.0,345.0,1083.0,315.0,4.475,200001 - 250000
16083.0,-122.45,37.72,46.0,1406.0,235.0,771.0,239.0,4.7143,200001 - 250000
16084.0,-122.45,37.72,45.0,964.0,173.0,613.0,201.0,2.9119,200001 - 250000
16085.0,-122.45,37.71,52.0,1658.0,322.0,1086.0,326.0,3.8583,250001 - 300000
16086.0,-122.45,37.71,50.0,1441.0,283.0,1159.0,286.0,4.5417,200001 - 250000
16087.0,-122.45,37.71,49.0,2244.0,442.0,1948.0,423.0,4.7639,250001 - 300000
16088.0,-122.45,37.71,46.0,2559.0,506.0,1562.0,498.0,4.3846,250001 - 300000
16089.0,-122.45,37.71,41.0,1578.0,351.0,1159.0,299.0,3.9167,200001 - 250000
16090.0,-122.45,37.71,34.0,3131.0,669.0,2204.0,600.0,3.5536,250001 - 300000
16091.0,-122.45,37.7,16.0,6457.0,1336.0,4375.0,1231.0,5.1788,250001 - 300000
16092.0,-122.45,37.69,17.0,2359.0,501.0,884.0,504.0,3.0625,50001 - 100000
16093.0,-122.45,37.67,36.0,1664.0,326.0,963.0,322.0,4.7813,200001 - 250000
16094.0,-122.45,37.66,36.0,5456.0,926.0,2761.0,916.0,4.7755,250001 - 300000
16095.0,-122.45,37.66,35.0,2738.0,509.0,1545.0,493.0,5.3446,250001 - 300000
16096.0,-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.748,300001 - 350000
16097.0,-122.45,37.62,26.0,3507.0,512.0,1712.0,509.0,6.7206,300001 - 350000
16098.0,-122.46,40.52,13.0,2085.0,322.0,1077.0,333.0,5.2149,100001 - 150000
16099.0,-122.46,38.53,32.0,1735.0,331.0,785.0,309.0,3.6641,250001 - 300000
16100.0,-122.46,38.29,35.0,1762.0,350.0,686.0,339.0,3.5982,250001 - 300000
16101.0,-122.46,37.98,10.0,1325.0,189.0,427.0,162.0,12.0933,450001 - 500000
16102.0,-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,450001 - 500000
16103.0,-122.46,37.79,52.0,899.0,96.0,304.0,110.0,14.2959,450001 - 500000
16104.0,-122.46,37.79,52.0,2106.0,373.0,743.0,348.0,5.2909,450001 - 500000
16105.0,-122.46,37.79,52.0,2005.0,359.0,847.0,356.0,4.1029,450001 - 500000
16106.0,-122.46,37.78,52.0,4140.0,984.0,2030.0,892.0,3.4236,350001 - 400000
16107.0,-122.46,37.78,52.0,3429.0,773.0,1584.0,696.0,3.7887,450001 - 500000
16108.0,-122.46,37.78,52.0,3088.0,727.0,1636.0,662.0,2.8553,350001 - 400000
16109.0,-122.46,37.78,52.0,2632.0,542.0,1364.0,544.0,3.4605,400001 - 450000
16110.0,-122.46,37.78,52.0,2594.0,622.0,1421.0,593.0,3.0265,300001 - 350000
16111.0,-122.46,37.78,52.0,2165.0,580.0,1067.0,530.0,2.9293,300001 - 350000
16112.0,-122.46,37.78,52.0,2051.0,552.0,1400.0,510.0,3.2396,350001 - 400000
16113.0,-122.46,37.78,47.0,1682.0,379.0,837.0,375.0,5.2806,350001 - 400000
16114.0,-122.46,37.77,52.0,3193.0,688.0,2099.0,681.0,3.9375,400001 - 450000
16115.0,-122.46,37.76,52.0,1817.0,449.0,948.0,380.0,3.93,350001 - 400000
16116.0,-122.46,37.76,28.0,1072.0,165.0,363.0,168.0,6.1636,350001 - 400000
16117.0,-122.46,37.75,52.0,1849.0,287.0,695.0,258.0,6.5372,350001 - 400000
16118.0,-122.46,37.75,52.0,1590.0,236.0,622.0,232.0,5.8151,450001 - 500000
16119.0,-122.46,37.75,52.0,1207.0,152.0,465.0,162.0,10.7569,450001 - 500000
16120.0,-122.46,37.75,26.0,2192.0,438.0,954.0,456.0,4.5352,350001 - 400000
16121.0,-122.46,37.74,52.0,2180.0,326.0,856.0,326.0,5.3961,400001 - 450000
16122.0,-122.46,37.74,52.0,2053.0,281.0,791.0,287.0,10.959,450001 - 500000
16123.0,-122.46,37.74,51.0,1905.0,291.0,707.0,284.0,6.2561,400001 - 450000
16124.0,-122.46,37.73,52.0,3547.0,506.0,1276.0,491.0,8.0069,400001 - 450000
16125.0,-122.46,37.73,52.0,2857.0,469.0,1431.0,496.0,5.2088,300001 - 350000
16126.0,-122.46,37.73,52.0,2673.0,349.0,876.0,338.0,7.8476,450001 - 500000
16127.0,-122.46,37.73,52.0,2401.0,346.0,812.0,328.0,6.8322,350001 - 400000
16128.0,-122.46,37.72,52.0,2951.0,406.0,1115.0,397.0,6.7228,400001 - 450000
16129.0,-122.46,37.72,49.0,1207.0,255.0,658.0,220.0,4.0859,200001 - 250000
16130.0,-122.46,37.72,47.0,1723.0,389.0,1216.0,399.0,3.3208,200001 - 250000
16131.0,-122.46,37.72,45.0,2399.0,419.0,1225.0,399.0,4.0855,200001 - 250000
16132.0,-122.46,37.72,39.0,2254.0,415.0,1388.0,404.0,2.9688,200001 - 250000
16133.0,-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,200001 - 250000
16134.0,-122.46,37.71,49.0,1711.0,348.0,1138.0,325.0,2.875,200001 - 250000
16135.0,-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,200001 - 250000
16136.0,-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,200001 - 250000
16137.0,-122.46,37.71,44.0,364.0,102.0,339.0,98.0,2.483,200001 - 250000
16138.0,-122.46,37.71,39.0,2076.0,482.0,1738.0,445.0,3.1958,200001 - 250000
16139.0,-122.46,37.7,42.0,876.0,216.0,713.0,203.0,3.84,200001 - 250000
16140.0,-122.46,37.7,37.0,3029.0,738.0,2436.0,700.0,3.3214,200001 - 250000
16141.0,-122.46,37.69,35.0,1983.0,385.0,1577.0,414.0,4.0833,250001 - 300000
16142.0,-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,250001 - 300000
16143.0,-122.46,37.65,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,250001 - 300000
16144.0,-122.46,37.64,26.0,2806.0,375.0,1617.0,396.0,5.3922,350001 - 400000
16145.0,-122.46,37.64,17.0,3523.0,669.0,2150.0,666.0,4.5938,250001 - 300000
16146.0,-122.46,37.63,22.0,6728.0,1382.0,3783.0,1310.0,5.0479,250001 - 300000
16147.0,-122.46,37.59,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,300001 - 350000
16148.0,-122.46,37.51,23.0,949.0,151.0,399.0,149.0,5.6286,400001 - 450000
16149.0,-122.47,38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,300001 - 350000
16150.0,-122.47,38.51,18.0,2487.0,516.0,980.0,503.0,3.5506,150001 - 200000
16151.0,-122.47,38.34,15.0,2411.0,446.0,1144.0,407.0,4.3472,250001 - 300000
16152.0,-122.47,38.3,15.0,4885.0,988.0,2175.0,924.0,3.4031,200001 - 250000
16153.0,-122.47,37.95,16.0,3769.0,839.0,1986.0,815.0,3.9712,150001 - 200000
16154.0,-122.47,37.89,23.0,10774.0,1736.0,3895.0,1683.0,7.2905,450001 - 500000
16155.0,-122.47,37.81,45.0,6927.0,1258.0,4715.0,1165.0,3.4051,450001 - 500000
16156.0,-122.47,37.79,52.0,437.0,105.0,194.0,87.0,2.8125,450001 - 500000
16157.0,-122.47,37.79,52.0,2383.0,477.0,990.0,464.0,3.9688,450001 - 500000
16158.0,-122.47,37.78,52.0,3021.0,569.0,1479.0,514.0,4.0208,400001 - 450000
16159.0,-122.47,37.78,52.0,2635.0,587.0,1302.0,577.0,3.7292,400001 - 450000
16160.0,-122.47,37.78,52.0,2388.0,507.0,1078.0,494.0,3.5221,400001 - 450000
16161.0,-122.47,37.78,52.0,2275.0,412.0,1166.0,424.0,4.0652,400001 - 450000
16162.0,-122.47,37.78,52.0,2169.0,522.0,1220.0,505.0,3.1989,400001 - 450000
16163.0,-122.47,37.78,51.0,1485.0,386.0,880.0,385.0,2.7431,300001 - 350000
16164.0,-122.47,37.77,52.0,3143.0,635.0,1350.0,623.0,3.8571,350001 - 400000
16165.0,-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,300001 - 350000
16166.0,-122.47,37.76,52.0,2941.0,783.0,1545.0,726.0,2.9899,400001 - 450000
16167.0,-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,350001 - 400000
16168.0,-122.47,37.76,52.0,2465.0,489.0,1170.0,498.0,4.0793,300001 - 350000
16169.0,-122.47,37.76,49.0,2842.0,670.0,1396.0,648.0,3.2679,300001 - 350000
16170.0,-122.47,37.76,48.0,2464.0,459.0,1179.0,458.0,4.4946,350001 - 400000
16171.0,-122.47,37.76,40.0,3525.0,941.0,1675.0,857.0,3.2083,300001 - 350000
16172.0,-122.47,37.75,51.0,2713.0,396.0,1090.0,401.0,9.3603,450001 - 500000
16173.0,-122.47,37.75,51.0,2413.0,431.0,1095.0,437.0,4.0089,350001 - 400000
16174.0,-122.47,37.75,49.0,2747.0,472.0,1281.0,448.0,5.482,350001 - 400000
16175.0,-122.47,37.75,46.0,3238.0,544.0,1293.0,470.0,6.1592,350001 - 400000
16176.0,-122.47,37.75,45.0,2399.0,426.0,911.0,423.0,4.4312,350001 - 400000
16177.0,-122.47,37.74,52.0,3688.0,640.0,1605.0,567.0,4.9537,350001 - 400000
16178.0,-122.47,37.74,52.0,2055.0,265.0,735.0,252.0,8.1189,450001 - 500000
16179.0,-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,300001 - 350000
16180.0,-122.47,37.73,52.0,2151.0,280.0,762.0,274.0,10.7309,450001 - 500000
16181.0,-122.47,37.73,52.0,2134.0,277.0,936.0,285.0,5.9245,450001 - 500000
16182.0,-122.47,37.73,50.0,1653.0,252.0,641.0,224.0,10.6605,450001 - 500000
16183.0,-122.47,37.72,49.0,1690.0,307.0,770.0,294.0,4.5913,250001 - 300000
16184.0,-122.47,37.72,46.0,1836.0,319.0,767.0,302.0,5.9114,350001 - 400000
16185.0,-122.47,37.72,46.0,1453.0,306.0,817.0,310.0,3.0,200001 - 250000
16186.0,-122.47,37.71,44.0,2547.0,511.0,1577.0,516.0,4.1939,200001 - 250000
16187.0,-122.47,37.71,37.0,1046.0,251.0,822.0,239.0,3.5,200001 - 250000
16188.0,-122.47,37.7,47.0,737.0,126.0,370.0,136.0,3.775,250001 - 300000
16189.0,-122.47,37.7,45.0,3290.0,693.0,2466.0,666.0,3.6588,200001 - 250000
16190.0,-122.47,37.69,35.0,1720.0,421.0,1452.0,425.0,3.5909,250001 - 300000
16191.0,-122.47,37.69,34.0,1954.0,357.0,1130.0,367.0,4.6447,300001 - 350000
16192.0,-122.47,37.69,27.0,2447.0,720.0,2104.0,657.0,3.449,200001 - 250000
16193.0,-122.47,37.68,31.0,4077.0,777.0,2544.0,738.0,4.5337,300001 - 350000
16194.0,-122.47,37.67,20.0,5689.0,992.0,3752.0,1002.0,5.5845,300001 - 350000
16195.0,-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,250001 - 300000
16196.0,-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,200001 - 250000
16197.0,-122.47,37.5,25.0,950.0,259.0,404.0,195.0,3.1937,300001 - 350000
16198.0,-122.47,37.5,18.0,2297.0,416.0,1086.0,381.0,4.875,300001 - 350000
16199.0,-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,100001 - 150000
16200.0,-122.48,38.54,37.0,1898.0,359.0,973.0,340.0,4.2096,250001 - 300000
16201.0,-122.48,38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,200001 - 250000
16202.0,-122.48,38.5,37.0,3049.0,508.0,1287.0,439.0,4.3125,250001 - 300000
16203.0,-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,300001 - 350000
16204.0,-122.48,38.32,42.0,2106.0,533.0,1141.0,445.0,3.1129,100001 - 150000
16205.0,-122.48,38.32,31.0,1701.0,363.0,680.0,324.0,3.1375,150001 - 200000
16206.0,-122.48,38.31,19.0,2398.0,521.0,1266.0,471.0,2.7727,150001 - 200000
16207.0,-122.48,38.3,17.0,2703.0,550.0,1241.0,515.0,2.652,150001 - 200000
16208.0,-122.48,37.93,16.0,2947.0,802.0,1385.0,743.0,3.6731,300001 - 350000
16209.0,-122.48,37.86,52.0,3914.0,752.0,1177.0,670.0,6.2113,450001 - 500000
16210.0,-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,450001 - 500000
16211.0,-122.48,37.79,52.0,4683.0,1055.0,2246.0,975.0,4.1148,450001 - 500000
16212.0,-122.48,37.79,52.0,1647.0,236.0,546.0,227.0,9.1881,450001 - 500000
16213.0,-122.48,37.78,52.0,3047.0,641.0,1427.0,620.0,3.4883,300001 - 350000
16214.0,-122.48,37.78,52.0,2910.0,611.0,1508.0,515.0,3.5865,300001 - 350000
16215.0,-122.48,37.78,52.0,2666.0,515.0,1362.0,494.0,4.218,350001 - 400000
16216.0,-122.48,37.78,50.0,2159.0,437.0,1111.0,417.0,3.5588,300001 - 350000
